"dispenser_id","10-24 09","10-25 00","10-25 20","10-20 08","10-25 19","10-24 05","10-21 18","10-24 12","10-24 23","10-20 13","10-21 07","10-22 17","10-22 02","10-20 17","10-26 15","10-21 16","10-25 15","10-20 00","10-25 08","10-24 16","10-22 13","10-22 06","10-26 09","10-21 12","10-25 10","10-21 22","10-25 04","10-23 14","10-23 15","10-26 05","10-20 18","10-26 23","10-23 03","10-26 12","10-21 01","10-24 01","10-20 20","10-21 08","10-23 19","10-20 05","10-24 20","10-26 19","10-24 19","10-23 08","10-20 23","10-25 23","10-21 19","10-24 15","10-21 04","10-24 04","10-22 01","10-26 14","10-22 16","10-20 12","10-25 09","10-22 23","10-21 15","10-22 05","10-23 18","10-21 00","10-21 20","10-22 07","10-25 16","10-21 11","10-22 12","10-23 07","10-21 21","10-25 05","10-26 20","10-26 13","10-20 09","10-26 06","10-26 08","10-20 04","10-24 00","10-21 03","10-26 17","10-22 22","10-21 14","10-26 02","10-25 22","10-20 06","10-25 13","10-23 02","10-24 07","10-26 18","10-24 10","10-22 11","10-25 02","10-22 00","10-23 13","10-23 20","10-25 17","10-24 21","10-20 02","10-25 06","10-21 09","10-22 15","10-20 19","10-22 18","10-24 11","10-26 10","10-21 17","10-24 08","10-22 08","10-21 06","10-20 03","10-24 22","10-24 18","10-20 11","10-26 03","10-23 09","10-26 07","10-25 12","10-21 10","10-24 03","10-20 22","10-23 23","10-25 01","10-24 14","10-27 00","10-23 17","10-22 04","10-23 06","10-23 04","10-20 10","10-25 21","10-22 10","10-23 10","10-21 02","10-25 07","10-22 21","10-26 01","10-27 01","10-25 18","10-26 16","10-22 14","10-20 14","10-20 16","10-23 21","10-26 21","10-23 01","10-21 13","10-23 12","10-24 06","10-24 13","10-20 01","10-20 15","10-23 05","10-20 21","10-23 11","10-26 22","10-24 17","10-26 11","10-23 16","10-22 03","10-21 05","10-22 19","10-26 00","10-23 22","10-24 02","10-25 11","10-23 00","10-21 23","10-25 03","10-22 20","10-20 07","10-25 14","10-26 04","10-22 09"
"11048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11050","49.0","","59.0","26.0","","58.0","2.0","48.0","52.0","59.0","54.0","59.0","46.0","58.0","46.0","24.0","57.0","","57.0","59.0","54.0","57.0","38.0","32.0","59.0","59.0","","58.0","59.0","54.0","59.0","","59.0","50.0","","1.0","47.0","54.0","45.0","","56.0","","54.0","53.0","55.0","","34.0","59.0","59.0","53.0","56.0","41.0","57.0","53.0","57.0","3.0","48.0","55.0","51.0","3.0","25.0","59.0","52.0","20.0","46.0","56.0","52.0","","58.0","20.0","","3.0","49.0","","","55.0","15.0","31.0","33.0","44.0","12.0","","57.0","42.0","59.0","51.0","59.0","58.0","","59.0","55.0","58.0","54.0","34.0","","15.0","43.0","50.0","57.0","15.0","59.0","53.0","","57.0","55.0","30.0","","15.0","33.0","","20.0","57.0","","57.0","48.0","44.0","55.0","13.0","22.0","43.0","","58.0","57.0","28.0","35.0","","26.0","55.0","41.0","23.0","","48.0","","40.0","58.0","59.0","55.0","57.0","58.0","47.0","59.0","58.0","40.0","58.0","52.0","","","59.0","58.0","56.0","52.0","59.0","54.0","38.0","54.0","41.0","53.0","58.0","5.0","58.0","58.0","43.0","","56.0","3.0","58.0","","57.0","","59.0"
"11051","","","","","","","","","","","","","","","","","","","","","","","57.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0","","","","","","","","","","","","","16.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.0","18.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11054","","","","","","","","","","","","","","","","","","","","","57.0","","","","","","","","","","","","","","","","","","4.0","","","","","","","","57.0","","","","","","","","","","","","","","","","","35.0","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0","","","","","","","","55.0","","","","","","","","","","22.0","","","","","","","","","","","","","","","","","","","","","","","","","","","50.0","","16.0","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0","","","",""
"11055","","","","45.0","","","41.0","","","","3.0","38.0","","53.0","38.0","20.0","","","","","7.0","","45.0","52.0","","34.0","","","","","46.0","36.0","","","","","","40.0","","","","","","","49.0","","","","","","","57.0","","55.0","","","48.0","","","","47.0","54.0","","8.0","59.0","","43.0","","","13.0","40.0","","37.0","","","51.0","","19.0","10.0","","","13.0","","","","","","27.0","","","","","","","","","54.0","","0.0","","","52.0","58.0","","","40.0","","","","","","","","","54.0","","46.0","","","","56.0","","","","","20.0","","","","","","53.0","","39.0","","3.0","","","39.0","","46.0","","56.0","","","","37.0","","","","","","","54.0","","","","","","","","","","","","51.0","0.0","8.0","",""
"11059","","","","","","","","","","","","","","","","57.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0","","","","","","","","13.0","","","","","","","","","","","","","","20.0","","","","","","","","59.0","","","","","","","","","","","","","","","","35.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11060","","","","","","","","","","","","","","","","","","","27.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.0","","","","","","","","","","","","","","","","","","","","","","9.0","","","","","","","","","","","","","","","","","","",""
"11061","","","","","","","19.0","","","57.0","36.0","","","9.0","0.0","","57.0","49.0","","","","","","","","","","","","","12.0","","","55.0","","","26.0","","","","","","","","39.0","","27.0","","","","8.0","49.0","","0.0","","","","","","","","","16.0","","56.0","","36.0","","","27.0","37.0","","","","","","9.0","","","","","","24.0","48.0","","","48.0","","","","","28.0","","","","","","","33.0","35.0","","44.0","","","6.0","","","","","49.0","","","","","","","","","","","","","","","","59.0","","","22.0","","","","","","","30.0","","55.0","59.0","","","","","","13.0","","","56.0","","","","","","2.0","","","","","","","","57.0","","","","","5.0","59.0","",""
"11062","","","","","","","","","","9.0","","","","","","28.0","","","","","","","","19.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.0","","","","","","","","","","","","27.0","","","","","","","","","","","","","","","","","","","","","","","","29.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0","","","","","","","","","55.0","","","","","","12.0","","","","","0.0","","","","","","15.0","","","","","","19.0","","","","","",""
"11063","20.0","48.0","58.0","40.0","55.0","","55.0","37.0","27.0","20.0","","31.0","7.0","48.0","","42.0","33.0","58.0","57.0","42.0","25.0","40.0","54.0","55.0","35.0","7.0","57.0","47.0","34.0","16.0","35.0","21.0","58.0","56.0","","","51.0","15.0","40.0","","37.0","30.0","41.0","52.0","","","16.0","","","32.0","36.0","3.0","31.0","28.0","","","","","","","32.0","","26.0","12.0","22.0","49.0","59.0","","42.0","26.0","11.0","","58.0","44.0","","","","51.0","","9.0","","37.0","40.0","25.0","55.0","","","54.0","","","45.0","58.0","2.0","","41.0","","56.0","45.0","","","","31.0","8.0","41.0","","","53.0","","","48.0","","54.0","37.0","59.0","40.0","","8.0","","","15.0","","35.0","44.0","47.0","45.0","50.0","31.0","40.0","4.0","","","48.0","","","25.0","48.0","39.0","36.0","28.0","33.0","53.0","41.0","41.0","59.0","","21.0","56.0","44.0","57.0","22.0","6.0","39.0","6.0","36.0","35.0","39.0","","48.0","","","","33.0","","","","","39.0","6.0","","49.0"
"11065","","","","","","","36.0","","","","","","47.0","","","","","","","","","","","","","","","","","","","","","","","","","45.0","24.0","","","","","","","","","","","","","","45.0","","","","","","","","","","","","42.0","","","","34.0","57.0","","","51.0","","","","","","","","","","","","","","","","","","","57.0","","","","","","","14.0","","10.0","","","","","","","","","","","","","","","","","","","53.0","","","","","","","","","50.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.0","","0.0","","","","","","","","","",""
"11066","","","","47.0","","","59.0","","","48.0","13.0","21.0","","59.0","","54.0","","53.0","","","59.0","5.0","","48.0","","56.0","","","","","2.0","27.0","","","54.0","","2.0","","","18.0","","5.0","","","59.0","","54.0","48.0","","","13.0","","","46.0","","","55.0","12.0","","34.0","58.0","","","50.0","48.0","","34.0","","34.0","","49.0","","","","","54.0","","","21.0","","","58.0","","","","","","53.0","","","","","","","51.0","","42.0","50.0","52.0","","","","","","","45.0","","","","57.0","","29.0","","","37.0","","59.0","","","","57.0","","","","","42.0","","25.0","","35.0","","13.0","","26.0","","","52.0","57.0","50.0","","57.0","","52.0","","","","1.0","59.0","","47.0","","59.0","","","20.0","","","58.0","","","","","","8.0","","","1.0","","","55.0"
"11067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.0","","","","","","","","","","","","","","","","","","","","","","40.0","","","","","","","","","","","","","","","","","","",""
"11069","","","","","","","41.0","","","","","","","","","","","","","","52.0","","","43.0","","","","53.0","41.0","","","","","","","","","","","","","45.0","","46.0","","","","","","","","40.0","52.0","5.0","","","25.0","","","","","","","41.0","21.0","","","","2.0","27.0","","","","","","","","","59.0","","","","","","","57.0","","","","","53.0","","","","","","","48.0","","","","51.0","49.0","","","","","","","","","54.0","","","","","","","","","","","","","","","","","59.0","","","15.0","","","","52.0","43.0","","","","","","59.0","18.0","","","","","","","40.0","","","","55.0","","","51.0","","","","","37.0","","","55.0","","","",""
"11071","","","","44.0","","","48.0","","","49.0","","","","31.0","16.0","23.0","","52.0","","","39.0","","49.0","9.0","23.0","37.0","","40.0","","","","","","51.0","22.0","","","","29.0","","","35.0","","","","","45.0","","","","","43.0","59.0","59.0","","","","","1.0","","","","","44.0","43.0","","","","44.0","57.0","54.0","","53.0","","","41.0","11.0","1.0","27.0","","","","4.0","","19.0","27.0","","47.0","","","","","","","52.0","","","13.0","","33.0","","52.0","25.0","","","","44.0","","","49.0","","","","47.0","47.0","","18.0","35.0","","","15.0","52.0","","","","51.0","","36.0","56.0","","","31.0","","","","54.0","24.0","56.0","","57.0","58.0","","10.0","","","","14.0","","","","43.0","","","","52.0","","","57.0","","48.0","","7.0","33.0","40.0","","14.0","55.0","","","25.0"
"11072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0","","","","","","","","","","","2.0","","","","","","57.0","","","","","","","","","","","","","","","","","","","","","","","",""
"11073","48.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11074","47.0","42.0","51.0","18.0","44.0","","","30.0","","58.0","","47.0","","3.0","57.0","24.0","30.0","41.0","30.0","21.0","20.0","","55.0","15.0","53.0","","56.0","27.0","55.0","","","36.0","","33.0","","","","27.0","23.0","22.0","23.0","","","56.0","","","","7.0","","","","52.0","48.0","36.0","50.0","59.0","26.0","42.0","21.0","","","","31.0","22.0","29.0","","54.0","4.0","","58.0","57.0","57.0","","","53.0","","49.0","21.0","26.0","56.0","","40.0","38.0","","","44.0","30.0","27.0","","","49.0","32.0","51.0","","39.0","","4.0","35.0","","35.0","38.0","","32.0","28.0","39.0","","26.0","","","56.0","","56.0","20.0","19.0","58.0","30.0","10.0","51.0","","2.0","3.0","","","22.0","","52.0","55.0","40.0","","","","","","","","58.0","55.0","","30.0","51.0","29.0","","38.0","32.0","","18.0","41.0","54.0","","","57.0","","","59.0","37.0","32.0","","32.0","","58.0","31.0","32.0","","","","25.0","54.0","38.0","","42.0"
"11076","","","","","","","","","","0.0","","","","","","","","","","","","","41.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0","","","","","","","","","","","","","","","","","","","","30.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.0","","","","","","","","","","","","","","","","",""
"11078","","","","","","","","30.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.0","","","","57.0","","","","","","","","","","","","","","","","","","","","","","","","","46.0","","","","","","","","","","","","","","","","","","","","","","","","","34.0","","","","","","","","","","","","","","","","","","",""
"11079","32.0","","","54.0","","","57.0","","31.0","56.0","7.0","36.0","","59.0","","59.0","","","","57.0","58.0","","31.0","59.0","41.0","59.0","","","","32.0","50.0","58.0","","49.0","","","59.0","53.0","","","53.0","","57.0","","43.0","17.0","58.0","37.0","","","","","","","","57.0","46.0","","","57.0","52.0","","","54.0","","","48.0","","48.0","42.0","28.0","58.0","55.0","","","","","48.0","35.0","18.0","18.0","","","","","","36.0","","","8.0","","","","59.0","","","57.0","","54.0","50.0","29.0","55.0","45.0","","38.0","","","58.0","46.0","12.0","","","45.0","","56.0","","55.0","","","50.0","24.0","","","","","59.0","","58.0","","","","59.0","41.0","","","26.0","","59.0","51.0","","40.0","","47.0","33.0","","59.0","","45.0","","59.0","","","57.0","54.0","","","","57.0","","","","0.0","","59.0","","57.0","37.0","","26.0","59.0"
