"dispenser_id","11-09 09","11-04 21","11-06 23","11-10 16","11-08 20","11-10 05","11-04 09","11-06 12","11-06 08","11-11 09","11-09 04","11-04 18","11-11 03","11-09 22","11-07 20","11-10 01","11-05 17","11-10 12","11-08 09","11-11 18","11-11 06","11-09 15","11-04 00","11-05 06","11-08 13","11-04 13","11-07 01","11-06 19","11-11 11","11-07 16","11-08 02","11-09 11","11-07 12","11-06 00","11-11 13","11-07 23","11-09 20","11-04 17","11-04 05","11-10 22","11-04 10","11-10 09","11-09 00","11-10 06","11-10 11","11-11 20","11-06 18","11-06 07","11-07 21","11-12 00","11-10 00","11-08 21","11-08 19","11-08 10","11-03 21","11-09 03","11-04 16","11-10 17","11-11 02","11-11 00","11-04 06","11-10 15","11-09 14","11-05 05","11-10 04","11-08 14","11-05 16","11-05 11","11-08 08","11-06 13","11-11 17","11-07 10","11-06 01","11-04 02","11-08 03","11-09 10","11-08 18","11-04 22","11-09 21","11-11 14","11-10 23","11-10 18","11-04 11","11-11 07","11-04 07","11-05 10","11-07 02","11-03 20","11-05 09","11-08 07","11-07 19","11-07 08","11-07 13","11-05 21","11-06 20","11-09 17","11-08 00","11-06 06","11-05 04","11-09 18","11-03 13","11-03 22","11-05 12","11-09 06","11-05 01","11-05 08","11-07 22","11-10 03","11-05 15","11-10 10","11-06 17","11-06 05","11-06 14","11-07 11","11-09 02","11-09 07","11-07 00","11-06 16","11-04 23","11-11 05","11-12 01","11-04 15","11-10 07","11-10 14","11-04 12","11-08 17","11-06 10","11-08 06","11-08 11","11-10 19","11-10 08","11-06 21","11-08 04","11-07 03","11-11 01","11-08 22","11-05 00","11-07 14","11-10 20","11-11 08","11-09 13","11-05 22","11-06 02","11-11 15","11-04 08","11-07 07","11-05 19","11-07 18","11-04 03","11-05 07","11-04 14","11-05 14","11-05 13","11-06 11","11-11 19","11-05 02","11-11 04","11-06 22","11-11 23","11-07 09","11-09 19","11-09 16","11-08 01","11-04 19","11-09 23","11-12 02","11-05 03","11-10 02","11-11 12","11-09 05","11-07 05","11-06 15","11-08 15","11-11 22","11-03 14","11-06 04","11-10 13","11-04 20","11-09 08","11-08 23","11-07 06","11-05 23","11-09 01","11-07 15","11-04 01","11-11 16","11-07 04","11-08 05","11-04 04","11-07 17","11-08 16","11-05 18","11-10 21","11-08 12","11-11 21","11-06 03","11-11 10","11-09 12","11-05 20","11-06 09"
"11040","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","1","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"11042","","","","","2","","","","","","","","","","","","","2","","","","2","","","","","","","","","","","","","1","","","1","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","2","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"11043","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11044","","","","","","","","","","","","","","4","","","2","1","","2","","","","","","","","","1","","","","","","","","1","","2","2","","2","","","4","1","","","","","","","","","","","","6","","1","","1","2","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","1","","3","","","","","","","","","","","","","","6","","","","3","","","1","","","","","","","","","","","","1","","","","","","","","","","","","2","","","","","","","3","","2","","","3","",""
"11046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11050","2","","","2","2","4","37","51","","3","1","","","9","1","6","","8","5","","","6","4","","13","6","5","6","2","3","1","","3","","1","2","","","25","1","20","22","","1","9","9","1","","31","9","3","11","","2","","2","1","23","","9","2","8","2","","6","2","","","3","18","","7","","68","1","3","","","17","","2","5","10","20","11","","","","","3","9","2","2","","","","","","","","","","","5","","","9","2","","5","4","","13","","","4","3","27","","","2","2","8","7","12","","1","1","15","12","16","32","3","3","","1","","4","10","","14","","","2","10","3","","6","3","","3","","1","2","10","","","14","2","2","13","3","","","26","","","","","","5","9","7","1","","","3","","","","3","","2","31","8","","1","","19","1","","","7","7","2","","5","16","",""
"11051","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"11052","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11055","","","","9","","","4","","","","","3","","","","","","","","","","2","","","","4","","","","","","1","","","","","","2","4","","8","","","","","","","","","1","","","","","","","2","4","","","","5","1","","","","","1","2","","","","","","","1","","","","","","1","6","","","","","","","2","","","","","","4","","","","","","","","","","","","","","1","","","","","2","","","","","","","3","","","4","","","1","","1","","","","","","","","","3","","","","","","","","","","","","1","","","","4","","","","1","","","5","","4","","","","","","","","","","2","","","","1","","","","","","","","1","","1","","","","","4","","1","","","1","",""
"11057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"11059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11061","","","","10","","2","5","3","2","9","","2","","6","","9","13","","","4","","6","","1","","","","","9","","","2","","1","4","","21","2","","4","8","2","","8","2","8","1","3","","","4","","","","","","33","8","8","4","1","20","","2","3","","6","2","","4","1","","","1","","","","1","1","3","9","8","1","9","","","","","3","","","","","1","","9","","1","1","40","","","2","","","1","","1","5","2","","","","","","","","","4","","","26","2","10","1","","","","","17","6","","","","11","","1","","2","5","","","2","2","","","","","3","1","3","","7","7","19","4","2","","3","","8","12","","","5","","4","","6","","","1","","10","","","5","1","","1","","1","","","","","","","","","1","2","6","2","10","","4","","",""
"11062","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11063","","","","87","","","","1","8","","","7","4","3","2","1","","1","","","","1","","1","","38","4","9","2","5","2","8","5","1","","2","1","1","","27","2","14","","","","","9","2","3","","","1","1","","","","3","6","1","9","1","1","1","","8","","2","21","3","7","4","1","3","1","","1","","","1","","","","1","1","2","13","","","","1","","2","14","2","28","1","","","1","","","","3","","","1","5","","2","","","","","1","1","","","","","","","2","3","1","","","","","","3","7","1","2","","","1","1","6","2","","2","2","","","5","1","2","1","","","3","","2","","1","","","6","","3","2","13","2","3","1","","","2","","","","1","1","","","1","11","1","1","","1","1","","","","2","4","2","1","5","","1","37","","6","2","2","3","1","3"
"11065","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","1","","","1","","","","","","","1","1",""
"11066","","1","","8","","","5","5","5","3","","1","","","","","","","","","","","","4","","","","","5","","","","","","1","","","","4","","","","","","","","2","","","","","","","","","","4","9","","","4","","","","","","","1","","2","","","","","","","","1","3","1","","2","2","","2","6","","","2","","","","1","","","","","","","","","","5","","1","","","","","","4","","2","","","","","2","","7","","4","","","","","11","","","","","","","","","","","","","","","","","","4","","","","","","2","","6","11","","3","","","","","","","","","","","2","","13","","","6","","","","4","","","","","","","","","","1","","","3","","","","","","","","17","","","15"
"11067","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11069","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","","","","","5","","","","3","1","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","3","","","1","","","","","","","","","","1","3","","","1","","","","","","","2","","","","","","","","1","","1","9","","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","","","","","","","","2","","","","3","1","","","","","","","","","","","","","","1","","1","","","","","",""
"11071","","4","","4","","","4","2","","","","","","1","","4","","1","2","1","","1","","","7","41","","4","","","","10","3","1","2","","1","1","","2","4","1","","","","","","","","","","","3","","","","1","7","","","","","","","","7","","11","","5","","8","1","","","6","17","1","1","3","","5","1","","","3","","","1","","","16","5","","","2","","","","8","","","6","","","2","","","1","3","3","","5","6","","","","13","1","","1","2","","","4","","4","","3","","","","","","1","","2","","","","10","","","10","","","1","","","","1","","1","4","","1","","","","3","2","13","1","","","","","","1","","","4","3","","","3","10","3","","","","","","","3","5","","","","","","3","","4","5","","","19","","1"
"11072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"11078","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","",""
"11079","","16","","","","","12","","","","","32","","","","","","","","","","","","","","13","","","","","","","","","","","","38","","","10","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","5","","","","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","","","18","","","","","","","","","","","","","","","","","","","","3","","","","1","","19","","","","","","","","","","","","","16","","","","","","","","","","","","","","18","","","","","","","","","","","","","","","","","","","","","",""
"11082","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"11083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11087","2","","","7","","","","","","2","","3","","4","1","10","7","1","","","","7","","","","","","","5","4","10","10","","","","5","7","4","1","3","","","","","3","2","","","8","","18","","","","","","1","","","","","2","5","","4","","3","9","","3","2","","","1","4","6","","","4","","","1","","","","4","","","1","","","","","23","","9","2","1","1","5","","","8","","7","10","8","","4","10","","","","","","","","","2","","","","","","","","","7","","","","","3","","","","","","","","2","22","","","","","7","","17","4","","","","","","","","","","","7","","","2","15","","","","","","2","1","","","","","","2","1","","","3","","","","","","","","","1","36","","6","","","","2","11",""
"11088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"11090","9","","","","3","","1","","","5","","4","","4","1","","","","","","","1","","","","","","","","","3","6","","","","","9","4","","","","","4","","","","","","","","","4","11","","","2","3","","","","","","7","","","","2","2","","","","1","","","","5","1","","15","1","","","1","5","","","","","","","6","","","","","3","","","1","7","","","","","","","3","","32","","","","","","","9","","","1","","","1","","","1","","","3","","","","","1","","","","","","","1","4","","","","","","","","","","","4","6","","","","","","","1","45","1","1","","","","","","1","","","","","","","","","","17","2","5","","","","","","","","","","","","","1","","","1","6","",""
"11091","","","","","","","","","","","","","","","3","","","2","","","","","","","","","","","1","1","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","1","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","1","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","5","","","","","","","","","",""
"11092","","","","","1","","","","","","1","1","","","1","","","","","","","","","","","","","2","","1","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","4","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","1","","","","","","","1","","1","","3","1","","","","","2","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","1","","","","","","","","",""
"11095","","","","","","","","4","12","","","","","","","","","","","","","","","","","","","","","","2","","1","2","","","","","","","1","","","","","","2","7","","","","","","","","","","","","","","","","","","","5","","","7","","","9","","","","","","","","","","","","","","","","","","","","","4","","","","5","","","","","2","","","","","","14","","16","","11","","","","","","","","","","","","1","","4","","","","","","","","","","","","","","","18","23","","","","","","","","","","44","","","","","","","1","","","","","","","","","2","","","9","","","","","","65","","","","6","","","","","","","","","","","","","","37","","","","20"
